Random value seed is 15647284
Random value is 0
Evil side is attacker!
The battle is beginig!
Attacker is Evil
Defender is Kind
Evil has 3324 units.
Kind has 3874 units.
##########################First round Attack!##########################
Orc attacked Wizard with 5 to 15hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 3hp
Human attacked Orc with 3 to -2hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 5hp
Human attacked Orc with 5 to -4hp
Orc attacked Human with 1 to 3hp
Human attacked Orc with 3 to -2hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 1 to 3hp
Human attacked Orc with 3 to -2hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 3hp
Human attacked Orc with 3 to -2hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 1 to 5hp
Human attacked Orc with 5 to -4hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 1 to 3hp
Human attacked Orc with 3 to -2hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 3hp
Human attacked Orc with 3 to -2hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Human with 1 to 5hp
Human attacked Orc with 5 to -4hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 3hp
Human attacked Orc with 3 to -2hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 5hp
Human attacked Orc with 5 to -4hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 1 to 5hp
Human attacked Orc with 5 to -4hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 1 to 5hp
Human attacked Orc with 5 to -4hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 5hp
Human attacked Orc with 5 to -4hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 1 to 5hp
Human attacked Orc with 5 to -4hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 3 to 3hp
Human attacked Orc with 3 to 0hp
Orc attacked Human with 5 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 5 to 1hp
Human attacked Orc with 1 to 4hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to 1hp
Human attacked Orc with 1 to 2hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Wizard with 1 to 13hp
Wizard attacked Orc with 13 to -12hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 0hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 0hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 0hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 1hp
Human attacked Orc with 1 to 0hp
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 0hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -3hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 1 to 0hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 5 to -4hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -2hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
Orc attacked Human with 3 to -1hp
>>>>>>>>>> [Human is not survived!] <<<<<<<<<<
